Adress,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
Hagenweg 4,Beekbergen,€ 700.000,594 m²,176 m²,1980,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 3 aparte toiletten,"4 woonlagen, een vliering en een kelder",C,In woonwijk,Tuin rondom,2.535
Regenwulpstraat 4,Zierikzee,€ 625.000,566 m²,225 m²,2020,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),2 badkamers,2 woonlagen en een vliering,A+++,In woonwijk,Tuin rondom,4.640
Stationsstraat 83,Elsloo (LI),€ 149.000,40 m²,80 m²,1980,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,In centrum en in woonwijk,,7.020
Burgemeester Nieuwenhuijsenstraat 54,Limmen,€ 550.000,423 m²,125 m²,1984,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg,Achtertuin en voortuin,2.700
Kalmoes 11,Berlicum,€ 595.000,250 m²,167 m²,2017,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Schilddak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer,2 woonlagen en een zolder,A,,Achtertuin en voortuin,2.265
Smidstraat 16,Ederveen,€ 650.000,340 m²,133 m²,1989,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in woonwijk, open ligging en vrij uitzicht",Tuin rondom,2.275
Hegdambroek 1509,Nijmegen,€ 298.000,148 m²,103 m²,1983,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.780
Thorbeckelaan 6,Etten-Leur,€ 459.000,250 m²,126 m²,1993,Bestaande bouw,"Eengezinswoning, tussenwoning (split-level woning)",Plat dak bedekt met kunststof,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een kelder,B,"Aan park, in woonwijk en vrij uitzicht",Achtertuin en voortuin,1.915
Saltshof 2034,Wijchen,€ 375.000,235 m²,107 m²,1992,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,2.135
Ambachtstraat 62,Hillegom,€ 419.000,151 m²,101 m²,1931,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en voortuin,1.865
De Lipizzaner 26,Dronten,€ 389.500,299 m²,127 m²,1991,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,B,"Aan rustige weg, beschutte ligging, in bosrijke omgeving, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.025
Marconihof 15,Beverwijk,€ 495.000,224 m²,121 m²,1972,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.085
Mandenmakerstraat 1,Purmerend,€ 325.000,159 m²,114 m²,1983,Bestaande bouw,"Eengezinswoning, hoekwoning",Dwarskap bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,4.310
Anjelierstraat 19,Leeuwarden,€ 217.500,142 m²,112 m²,1928,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),2 badkamers,2 woonlagen,G,Aan rustige weg en in woonwijk,Voortuin en zijtuin,€ 2.233
Kandelaarweg 91,Rotterdam,€ 400.000,51 m²,64 m²,1870,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,3 kamers (1 slaapkamer),1 badkamer,1 woonlaag en een zolder,G,Landelijk gelegen,,65
Dr. J.J.P. Oudsingel 60,Rotterdam,€ 399.000,140 m²,111 m²,1965,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,10.995
Gladiolenlaan 7,Bennebroek,€ 500.000,127 m²,94 m²,1960,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,G,In woonwijk,Achtertuin en voortuin,1.050
Boshuysenstraat 26,Katwijk (ZH),€ 385.000,105 m²,116 m²,1964,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,D,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,2.120
Schoolstraat 6,Vrouwenpolder,€ 999.000,666 m²,195 m²,2006,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,B,In centrum,Achtertuin en zijtuin,760
Schoollaan 5,Limmen,€ 1.200.000,1.754 m²,289 m²,1969,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, landelijk gelegen en vrij uitzicht","Achtertuin, tuin rondom en voortuin",2.100
Banakkerstraat 48,Etten-Leur,€ 285.000,205 m²,103 m²,1960,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,In woonwijk,Achtertuin en voortuin,825
Vinkenlaan 37,Noordwijk (ZH),€ 849.000,225 m²,176 m²,1930,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,E,In centrum en in woonwijk,Tuin rondom,€ 4.022
Bruggertstraat 263,Enschede,€ 250.000,235 m²,115 m²,1936,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,1.635
Engelsbergenstraat 79,Eindhoven,€ 1.050.000,467 m²,204 m²,1989,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Tuin rondom,630
Douzastraat 24,Noordwijk (ZH),€ 425.000,76 m²,78 m²,1900,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,"Aan rustige weg, in centrum en in woonwijk",Achtertuin,€ 4.481
Borgersstraat 2,Duiven,€ 695.000,573 m²,217 m²,2012,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,A,"Aan rustige weg, in woonwijk en open ligging",Tuin rondom,910
Kennemerstraatweg 328,Heiloo,€ 895.000,545 m²,187 m²,Voor 1906,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,G,"Aan drukke weg, in bosrijke omgeving, in centrum, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",2.380
Tulastraat 11,Rotterdam,€ 675.000,111 m²,159 m²,2022,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,6 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,4 woonlagen,A+++,"Aan bosrand, aan park en in centrum",Achtertuin,1.280
Boekweitstrjitte 68,Harkema,€ 250.000,262 m²,140 m²,1971,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,Aan rustige weg,Achtertuin en voortuin,4.025
Grensstraat 31,Beverwijk,€ 250.000,50 m²,78 m²,1928,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak,3 kamers (2 slaapkamers),1 badkamer,2 woonlagen,G,In woonwijk,Zonneterras,1.035
Bilderdijkstraat 12,Zwolle,€ 375.000,122 m²,89 m²,1963,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.065
Korte Bergweg 37,Huis ter Heide (UT),€ 895.000,391 m²,168 m²,1994,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,665
Dr Berlagelaan 15 m,Eindhoven,€ 375.000,137 m²,114 m²,1991,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,4.175
Vivaldihof 26,Aalsmeer,€ 360.000,101 m²,69 m²,1968,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,3 woonlagen,D,"Aan park, aan rustige weg en in woonwijk",Achtertuin,2.540
Laan van Zuidbroek 89,Apeldoorn,€ 950.000,541 m²,194 m²,2017,Bestaande bouw,"Eengezinswoning, vrijstaande woning (split-level woning)",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,In woonwijk en vrij uitzicht,Tuin rondom,5.645
Florastraat 34,Boven-Leeuwen,€ 675.000,800 m²,271 m²,1978,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg,Achtertuin,1.530
Vrachelsestraat 36,Den Hout,€ 925.000,2.225 m²,204 m²,1875,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,D,"Aan rustige weg, open ligging en vrij uitzicht",Tuin rondom,1.050
Blauwe Hoek 60 c,Doornenburg,€ 650.000,1.280 m²,132 m²,1981,Bestaande bouw,"Bungalow, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en metaal,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,C,Aan rustige weg en landelijk gelegen,Tuin rondom,2.080
Baarsveen 215,Spijkenisse,€ 289.900,116 m²,110 m²,1975,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,1.040
Stoofdijk 9,Dinteloord,€ 325.000,385 m²,120 m²,1945,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning (dijkwoning)",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,D,Aan rustige weg en in woonwijk,Achtertuin en zijtuin,5.270
Beerze 72,Wijk bij Duurstede,€ 389.000,232 m²,113 m²,1982,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder met vliering,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.565
Cauwelaerseweg 23,Ulvenhout (Gem. Alphen-Chaam),€ 1.200.000,3.477 m²,186 m²,1960,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een kelder,B,Aan rustige weg,Tuin rondom,
Schippersdonk 8,Breda,€ 300.000,184 m²,99 m²,1981,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,,Achtertuin en voortuin,4.730
Straussstraat 16,Lichtenvoorde,€ 269.000,223 m²,140 m²,1985,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,780
Eeuwig Licht 95,Eindhoven,€ 599.000,527 m²,128 m²,1994,Bestaande bouw,"Bungalow, 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",7.235
Vogelkersgaarde 2,Gouda,€ 779.000,420 m²,170 m²,1997,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Tentdak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,B,"Aan rustige weg, aan water, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",710
Lindenlaan 31,Lisse,€ 450.000,158 m²,104 m²,1977,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.510
Nijverheidslaan 6,Musselkanaal,€ 345.000,536 m²,142 m²,1970,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.185
Onder de Linden 42,Zevenaar,€ 279.000,160 m²,125 m²,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.580
Sittardstraat 35,Arnhem,€ 275.000,161 m²,109 m²,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,6.170
Kluinweideweg 1,Vaassen,€ 1.000.000,19.812 m²,155 m²,1908,Bestaande bouw,"Woonboerderij, vrijstaande woning",Samengesteld dak bedekt met riet,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,A,"Aan rustige weg, buiten bebouwde kom, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,1.690
Sportlaan 40,Werkendam,€ 490.000,596 m²,159 m²,1974,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan drukke weg, in woonwijk en vrij uitzicht",Tuin rondom,2.615
Schapendrift 3 a,Norg,€ 1.095.000,975 m²,203 m²,2006,Bestaande bouw,"Bungalow, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,1 woonlaag en een kelder,A,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras",3.310
Gestelsestraat 129,Eindhoven,€ 550.000,176 m²,130 m²,1955,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen en een vliering,D,In bosrijke omgeving en in woonwijk,Achtertuin en voortuin,3.580
Willem de Rijkelaan 41,Vught,€ 600.000,124 m²,117 m²,2015,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan bosrand, aan park, aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,1.190
Lijsterbeslaan 25,Hillegom,€ 395.000,110 m²,109 m²,1997,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,910
De Koolmees 17,Vriezenveen,€ 375.000,309 m²,149 m²,1978,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en vrij uitzicht,Achtertuin en voortuin,€ 2.326
Flamingostraat 15,Wijchen,€ 307.500,149 m²,111 m²,1964,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.295
Saturnusstraat 41,Sint Nicolaasga,€ 239.000,162 m²,90 m²,1974,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.345
Klipperstraat 39,Zaandam,€ 449.000,117 m²,117 m²,1969,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.875
Julianaweg 5,Wassenaar,€ 2.475.000,1.590 m²,306 m²,1949,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,9 kamers (6 slaapkamers),3 badkamers en 3 aparte toiletten,3 woonlagen en een kelder,A,Aan rustige weg en in woonwijk,Tuin rondom,1.340
Rundezoom 21,Ter Apel,€ 677.000,852 m²,160 m²,2001,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, aan vaarwater, in woonwijk en vrij uitzicht",Tuin rondom,3.945
Hofmuur 13,Houten,€ 475.000,141 m²,106 m²,2004,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin,2.145
Marterstraat 10,Bergen (LI),€ 239.000,230 m²,101 m²,1983,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan bosrand, aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",4.345
Salamanderweide 22,Pijnacker,€ 535.000,127 m²,133 m²,2015,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,2.260
Teugelaan 21,Schoorl,€ 1.995.000,1.173 m²,311 m²,2004,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,10 kamers (7 slaapkamers),3 badkamers en 1 apart toilet,"2 woonlagen, een zolder en een kelder",A,"Aan rustige weg, beschutte ligging en in bosrijke omgeving",Tuin rondom,580
Middenhoek 24,Loenen aan de Vecht,€ 489.000,307 m²,107 m²,1988,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,C,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",1.550
Smaragd 11,Anna Paulowna,€ 300.000,144 m²,120 m²,2008,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,
Izaäk Evertslaan 4,Arnhem,€ 985.000,553 m²,201 m²,1925,Bestaande bouw,"Villa, vrijstaande woning",Mansarde dak bedekt met pannen,9 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",Niet verplicht,"Aan park, aan rustige weg, in bosrijke omgeving, in woonwijk en vrij uitzicht",Tuin rondom,1.250
Floraplein 6,Eindhoven,€ 700.000,199 m²,167 m²,1938,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen en een zolder,C,In woonwijk,Achtertuin en voortuin,3.065
Kruislandstraat 7,Haaksbergen,€ 385.000,558 m²,100 m²,1966,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag en een vliering,F,,Tuin rondom,1.015
Badhuisstraat 30,Bergambacht,€ 419.000,303 m²,109 m²,1955,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In woonwijk,"Achtertuin, voortuin en zijtuin",3.270
